"source";"translation";"type";"module";"status";"customer"
"Please install MySQL version %s or higher. Your current version is %s. More info http://myqsl.net/";"请安装高于版本%s的MySQL数据(Data)库。您当前的数据(Data)库版本是%s. 获取更多信息，请访问 http://myqsl.net/";"S";"";"T";"N"
"Select Language";"选择语言";"B";"";"T";"N"
"Please check system requirements and try again";"请检查系统要求，再试一次。";"S";"";"T";"N"
"Welcome";"欢迎";"B";"";"T";"N"
"You have to specify status of campaign (rstatus field)";"您必须指出广告方案状态 (rstatus field)";"S";"";"T";"N"
"Campaigns";"广告方案";"B";"";"T";"N"
"Overview";"联盟首页";"B";"";"T";"N"
"Campaigns Manager";"方案管理控制面板";"S";"";"T";"N"
"Banners";"横幅广告";"B";"";"T";"N"
"Banners Manager";"横幅广告管理";"S";"";"T";"N"
"Affiliates";"联盟会员";"B";"";"T";"N"
"Affiliates Manager";"联盟会员管理员";"S";"";"T";"N"
"DirectLinks Urls";"直接连接网址";"S";"";"T";"N"
"Transactions";"交易";"B";"";"T";"N"
"Commissions";"佣金";"B";"";"T";"N"
"Reports";"报告";"B";"";"T";"N"
"Quick report";"快速报告";"B";"";"T";"N"
"Trends report";"详细报告";"B";"";"T";"N"
"Payouts history";"支出历史";"B";"";"T";"N"
"Payouts by affiliate";"联盟会员支出历史";"B";"";"T";"N"
"Payouts";"支出";"B";"";"T";"N"
"Pay affiliates";"给网站联盟会员付款";"B";"";"T";"N"
"Communication";"通信";"B";"";"T";"N"
"Send message";"发送信息";"S";"";"T";"N"
"Configuration";"配置";"B";"";"T";"N"
"Tracking settings";"跟踪设置";"B";"";"T";"N"
"Affiliate panel";"网站联盟会员控制面板";"B";"";"T";"N"
"Tools";"工具";"B";"";"T";"N"
"Integration";"集成";"B";"";"T";"N"
"Import / Export";"导入 / 导出";"B";"";"T";"N"
"Event logs";"事件日志";"B";"";"T";"N"
"Online users";"在线用户";"B";"";"T";"N"
"Database status";"数据(Data)库状态";"B";"";"T";"N"
"User cannot be found";"没有找到用户";"S";"";"T";"N"
"Email was successfully sent to merchant";"已经成功发送给经营商的电子邮件";"S";"";"T";"N"
"Email notifications saved";"电子邮件通知已经保存";"S";"";"T";"N"
"Banner";"横幅广告";"B";"";"T";"N"
"none active";"没有启动";"S";"";"T";"N"
"CPM";"每千次显示的费用";"B";"";"T";"N"
"per click";"每次点击";"B";"";"T";"N"
"per sale";"每销售一套";"B";"";"T";"N"
"ID";"ID";"B";"";"T";"N"
"Name";"名称";"B";"";"T";"N"
"Description";"描述";"B";"";"T";"N"
"Status";"状态";"B";"";"T";"N"
"Date created";"建立日期";"S";"";"T";"N"
"Actions";"活动";"B";"";"T";"N"
"Channel";"通道";"B";"";"T";"N"
"Failed to save %s field(s)";"存贮%s域失败";"S";"";"T";"N"
"%s field(s) successfully saved";"成功保存%s域";"S";"";"T";"N"
"User";"用户";"B";"";"T";"N"
"Channel name";"通道名称";"S";"";"T";"N"
"Pattern didn't matched the URL, check your pattern";"设计模式和网址不匹配，请检查您的设计模式";"S";"";"T";"N"
"Pattern matched the URL";"设计模式和网址匹配";"S";"";"T";"N"
"Login";"登陆";"B";"";"T";"N"
"First name";"名字";"B";"";"T";"N"
"Last name";"姓氏";"B";"";"T";"N"
"Referral ID";"推荐人的ID号";"B";"";"T";"N"
"I agree with terms & conditions";"我同意条款";"B";"";"T";"N"
"Cannot find invoice";"没有找到发票";"S";"";"T";"N"
"Affiliate";"联盟会员";"B";"";"T";"N"
"Date of registration";"注册日期";"S";"";"T";"N"
"Total cost";"总计成本";"B";"";"T";"N"
"Order ID";"订单 ID";"B";"";"T";"N"
"Product ID";"产品 ID";"B";"";"T";"N"
"Created";"建立";"B";"";"T";"N"
"Campaign Name";"广告方案名称";"B";"";"T";"N"
"Type";"类型";"B";"";"T";"N"
"Affiliate username";"联盟会员用户名";"S";"";"T";"N"
"Paid";"已付";"B";"";"T";"N"
"Ip";"Ip";"S";"";"T";"N"
"Referer";"推荐人";"B";"";"T";"N"
"Recurring commison id";"定期重复产生佣金id";"S";"";"T";"N"
"Payout history id";"支出记录id";"B";"";"T";"N"
"Click count";"点击数统计";"S";"";"T";"N"
"First click time";"首次点击时间";"S";"";"T";"N"
"First click referer";"首次点击推荐人";"S";"";"T";"N"
"First click ip";"首次点击的ip地址";"S";"";"T";"N"
"First click data 1";"首次点击数据(Data) 1";"S";"";"T";"N"
"First click data 2";"首次点击数据(Data) 2";"S";"";"T";"N"
"Last click time";"上一次点击时间";"S";"";"T";"N"
"Last click referer";"上一次点击的推介人";"S";"";"T";"N"
"Last click ip";"上一次点击的ip地址";"S";"";"T";"N"
"Last click data 1";"上一次点击数据(Data) 1";"S";"";"T";"N"
"Last click data 2";"上一次点击数据(Data) 2";"S";"";"T";"N"
"Extra data 1";"附加数据(Data) 1";"B";"";"T";"N"
"Extra data 2";"附加数据(Data) 2";"B";"";"T";"N"
"Extra data 3";"附加数据(Data) 3";"S";"";"T";"N"
"Extra data 4";"附加数据(Data) 4";"S";"";"T";"N"
"Extra data 5";"附加数据(Data) 5";"S";"";"T";"N"
"Merchant note";"经营商说明";"B";"";"T";"N"
"Banner name";"横幅广告名称";"B";"";"T";"N"
"Banner preview";"横幅广告预览";"S";"";"T";"N"
"Campaign";"广告方案";"B";"";"T";"N"
"Target URL";"目标网址";"B";"";"T";"N"
"Banner type";"横幅广告类型";"S";"";"T";"N"
"Html data is not defined";"没有定义Html数据(Data)";"S";"";"T";"N"
"File name is not defined";"没有定义文件名";"S";"";"T";"N"
"unknown";"未知";"B";"";"T";"N"
"approved";"通过认证";"S";"";"T";"N"
"pending";"处理中";"S";"";"T";"N"
"User Id";"用户Id";"S";"";"T";"N"
"Payment date";"付款日期";"S";"";"T";"N"
"Username";"用户名";"B";"";"T";"N"
"Amount";"数量";"B";"";"T";"N"
"Note to affiliate";"通知联盟会员";"S";"";"T";"N"
"Original currency ID";"初始货币ID";"S";"";"T";"N"
"Original currency rate";"初始货币汇率";"S";"";"T";"N"
"Original currency value";"初始货币价值";"S";"";"T";"N"
"System note";"系统注释";"B";"";"T";"N"
"Country code";"国家代码";"B";"";"T";"N"
"Affiliate first name";"联盟会员名字";"S";"";"T";"N"
"Affiliate last name";"联盟会员姓氏";"S";"";"T";"N"
"3rd party cookie";"第三方的cookie";"B";"";"T";"N"
"1st party cookie";"第一方的cookie";"B";"";"T";"N"
"Flash cookie";"Flash cookie";"B";"";"T";"N"
"Forced parameter";"强制的参数";"B";"";"T";"N"
"IP address";"IP地址";"B";"";"T";"N"
"Default affiliate";"默认的联盟会员";"B";"";"T";"N"
"Url";"网址";"B";"";"T";"N"
"Note";"注释";"B";"";"T";"N"
"Status does not have allowed value";"状态没有允许的值";"S";"";"T";"N"
"Selected username already exists";"选择的用户名已经存在";"S";"";"T";"N"
"Failed to change status for %s user(s)";"%s用户改变状态失败";"S";"";"T";"N"
"Status successfully changed for %s user(s)";"成功地为%s用户改变状态";"S";"";"T";"N"
"First Name";"名字";"B";"";"T";"N"
"Last Name";"姓氏";"B";"";"T";"N"
"Password";"密码";"B";"";"T";"N"
"Title must be unique";"标题必须是唯一的";"S";"";"T";"N"
"Selected parent affiliate does not exist";"选择的上级联盟会员不存在";"S";"";"T";"N"
"Failed loading file %s with error: %s";"因为错误%s，加载文件%s失败。";"S";"";"T";"N"
"Merchant - New User Signup";"经营商 - 新用户注册";"B";"";"T";"N"
"New user signed up";"新用户注册";"B";"";"T";"N"
"Email subject";"电子邮件主题";"S";"";"T";"N"
"Email text";"电子邮件内容";"S";"";"T";"N"
"Merchant - Affiliate filled Contact us form";"经营商– 联盟会员已经填写了联系我们的表格";"B";"";"T";"N"
"Affiliate filled Contact us form";"联盟会员已经填写了联系我们的表格";"B";"";"T";"N"
"Merchant - New Sale / Lead";"经营商– 新的销售 / 引导";"B";"";"T";"N"
"New sale / lead";"新的销售 / 引导";"B";"";"T";"N"
"Affiliate - New User Signup Approved";"联盟会员 – 新用户注册已被批准";"B";"";"T";"N"
", welcome to our affiliate program";"欢迎参与我们的联盟会员计划";"B";"";"T";"N"
"Affiliate - New User Signup Before Approval";"联盟会员 – 批准前的新用户注册";"B";"";"T";"N"
"Paid amount";"已付金额";"S";"";"T";"N"
"Paid currency";"已付货币种类";"S";"";"T";"N"
"Payout method";"支出方式";"B";"";"T";"N"
"Affiliate - On payout";"联盟会员 – 在支出页面";"B";"";"T";"N"
"Your commissions";"您的佣金";"B";"";"T";"N"
"Affiliate - New Subaffiliate Sale / Lead";"联盟会员 – 新的二级的销售 / 引导";"B";"";"T";"N"
"New subaffiliate sale / lead";"新的二级联盟会员的销售 / 引导";"B";"";"T";"N"
"Affiliate - New Subaffiliate signup";"联盟会员 – 新的二级联盟会员注册";"B";"";"T";"N"
"New subaffiliate signed up";"新的二级联盟会员注册";"B";"";"T";"N"
"VAT percentage";"VAT百分比";"B";"";"T";"N"
"VAT number";"VAT号码";"B";"";"T";"N"
"Registration number";"注册号码";"B";"";"T";"N"
"VAT part";"VAT部分";"B";"";"T";"N"
"Payment incl. VAT";"包括VAT的付款";"B";"";"T";"N"
"Payment excl. VAT";"不包括VAT的付款";"B";"";"T";"N"
"Affiliate - On VAT payout";"联盟会员 – 在VAT支出页面";"B";"";"T";"N"
"Transaction ID";"交易ID";"B";"";"T";"N"
"TotalCost";"总计成本";"S";"";"T";"N"
"Tier";"级别";"S";"";"T";"N"
"Campaign ID";"广告方案ID";"S";"";"T";"N"
"Campaign name";"广告方案名称";"B";"";"T";"N"
"Referer URL";"推荐人网址";"S";"";"T";"N"
"IP";"IP";"S";"";"T";"N"
"First click - time";"首次点击 – 时间";"S";"";"T";"N"
"First click - referer";"首次点击 – 推荐人";"S";"";"T";"N"
"Last click - time";"上一次点击 – 时间";"S";"";"T";"N"
"Last click - referer";"上一次点击 – 推荐人";"S";"";"T";"N"
"Transaction data1";"交易数据(Data)1";"S";"";"T";"N"
"Transaction data2";"交易数据(Data)2";"S";"";"T";"N"
"Transaction data3";"交易数据(Data)3";"S";"";"T";"N"
"Transaction data4";"交易数据(Data)4";"S";"";"T";"N"
"Transaction data5";"交易数据(Data)5";"S";"";"T";"N"
"Note to merchant";"通知经营商";"S";"";"T";"N"
"Original currency";"初始货币";"S";"";"T";"N"
"Banner does not exist";"横幅广告不存在";"S";"";"T";"N"
"Server error: Unknown type given for BannerForm._save()";"服务器错误:针对BannerForm._save()的未知类型错误";"S";"";"T";"N"
"Banner was saved";"横幅广告已经被保存";"S";"";"T";"N"
"Clicks";"点击数";"B";"";"T";"N"
"CTR";"点击率(CTR)";"S";"";"T";"N"
"Order";"订单";"B";"";"T";"N"
"BannersImportExportDescription";"横幅广告定义 – 记录导入/导出唯一的定义	

Campaign does not exist;广告方案不存在""";"B";"";"T";"N"
"Campaign capping saved";"广告方案封顶保存";"S";"";"T";"N"
"Number of transactions in 'Active until' campaign validity has to be set";"在有效启用的广告方案中，交易数量必须被设置。";"S";"";"T";"N"
"There are missing From and To dates for 'Active in date range' campaign validity";"这里有一些丢失的表格和有效性到期的广告方案";"S";"";"T";"N"
"Commission successfully computed";"已成功地计算佣金";"S";"";"T";"N"
"User is not valid!";"用户无效!";"S";"";"T";"N"
"Campaign is not valid!";"广告方案无效!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"在广告方案中的交易类型无效或是不存在!";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"不能批准对于此用户在广告方案中的佣金分组!";"S";"";"T";"N"
"Error getting commission settings!";"获得佣金设置错误!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"错误，对于百分比佣金您必须要定义总计成本!";"S";"";"T";"N"
"per sale / lead";"每次销售/引导";"B";"";"T";"N"
"CampaignsImportExportDescription";"广告方案及其佣金数量设置";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"加载广告方案组: 广告方案ID为空";"S";"";"T";"N"
"Campaign ID cannot be empty!";"广告方案ID不能为空!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"佣金类型ID不能为空!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"佣金分组ID不能为空!";"S";"";"T";"N"
"Commission type does not exist";"佣金类型不存在";"S";"";"T";"N"
"Commissions saved successfully";"佣金已被成功保存";"S";"";"T";"N"
"Field 'type' does not exist";"域'类型'不存在";"S";"";"T";"N"
"Failed to change status";"改变状态失败";"S";"";"T";"N"
"Status successfully changed";"状态已成功改变";"S";"";"T";"N"
"CommissionsImportExportDescription";"佣金（交易订单）已通过系统注册";"B";"";"T";"N"
"Affiliate screen";"联盟会员界面";"S";"";"T";"N"
"Affiliate panel menu saved";"联盟会员面板菜单已保存";"S";"";"T";"N"
"Error changing default theme";"改变默认主题错误";"S";"";"T";"N"
"Default theme changed";"默认主题已经改变";"S";"";"T";"N"
"Program name and logo saved";"计划名称和标识已经保存";"S";"";"T";"N"
"Affiliate signup settings saved";"联盟会员注册设置已经保存";"S";"";"T";"N"
"Value";"价值";"B";"";"T";"N"
"Banner format successfully saved";"横幅广告格式已经成功保存";"S";"";"T";"N"
"Cookies settings saved";"Cookies设置已保存";"S";"";"T";"N"
"Symbol";"符号";"B";"";"T";"N"
"Precision";"精确性";"B";"";"T";"N"
"Where to display";"在哪里显示";"B";"";"T";"N"
"Exchange rate";"汇率";"S";"";"T";"N"
"Currency";"货币";"B";"";"T";"N"
"Fraud protections saved";"欺诈保护已保存";"S";"";"T";"N"
"Logging saved";"日志已保存";"S";"";"T";"N"
"Parameter names saved";"参数名称已保存";"S";"";"T";"N"
"Tracking saved";"跟踪已保存";"S";"";"T";"N"
"Affiliates successfully paid";"联盟会员已成功付款";"S";"";"T";"N"
"Id";"Id";"B";"";"T";"N"
"Email";"电子邮件";"B";"";"T";"N"
"Approved";"已认证";"B";"";"T";"N"
"VAT";"VAT";"S";"";"T";"N"
"To pay";"将付款";"S";"";"T";"N"
"Pending";"处理中";"B";"";"T";"N"
"Declined";"已拒绝";"B";"";"T";"N"
"Minimum payout";"最小支出";"S";"";"T";"N"
"Payout data";"支出数据(Data)";"B";"";"T";"N"
"N/A";"N/A";"S";"";"T";"N"
"New payout option";"新的支出选项";"S";"";"T";"N"
"New payout option %s";"新的支出选项 %s";"S";"";"T";"N"
"Payout option";"支出选项";"B";"";"T";"N"
"Payout history";"支出历史";"B";"";"T";"N"
"Date paid";"已付款的日期";"S";"";"T";"N"
"Payees";"收款人";"S";"";"T";"N"
"Total amount";"总量";"S";"";"T";"N"
"Affiliate note";"联盟会员注释";"B";"";"T";"N"
"Date";"日期";"B";"";"T";"N"
"Referer url";"推荐人网址";"S";"";"T";"N"
"Data 1";"数据(Data) 1";"B";"";"T";"N"
"Data 2";"数据(Data) 2";"B";"";"T";"N"
"Clicks unique";"独立点击";"S";"";"T";"N"
"Click";"点击";"B";"";"T";"N"
"Impressions unique";"独立展示次数";"S";"";"T";"N"
"CTR unique";"独立点击率(CTR)";"S";"";"T";"N"
"Table name";"表格名称";"S";"";"T";"N"
"Records";"记录";"S";"";"T";"N"
"Total size";"统计容量";"S";"";"T";"N"
"Data size";"数据(Data)容量";"S";"";"T";"N"
"Index size";"索引容量";"S";"";"T";"N"
"Transaction";"交易";"B";"";"T";"N"
"Payout status";"支出状态";"B";"";"T";"N"
"Data 3";"数据(Data) 3";"B";"";"T";"N"
"Data 4";"数据(Data) 4";"B";"";"T";"N"
"Data 5";"数据(Data) 5";"B";"";"T";"N"
"Tracked by";"跟踪通过";"B";"";"T";"N"
"Time";"时间";"B";"";"T";"N"
"Click data 1";"点击数据(Data) 1";"B";"";"T";"N"
"Click data 2";"点击数据(Data) 2";"B";"";"T";"N"
"paid";"已付";"B";"";"T";"N"
"unpaid";"未付";"B";"";"T";"N"
"Username must be valid email address";"用户名必须是有效的电子邮件地址";"S";"";"T";"N"
"You have to agree with terms & conditions";"您必须同意此条款";"B";"";"T";"N"
"is mandatory";"必须填写";"B";"";"T";"N"
"Payout settings saved";"支出设置已保存";"S";"";"T";"N"
"Affiliate details";"联盟会员具体内容";"B";"";"T";"N"
"Date joined";"合并的数据(Data)";"B";"";"T";"N"
"Date approved";"批准的数据(Data)";"B";"";"T";"N"
"Parent";"总";"S";"";"T";"N"
"Firstname";"名字";"B";"";"T";"N"
"Lastname";"姓氏";"B";"";"T";"N"
"Parent ID";"总 ID";"S";"";"T";"N"
"Parent username";"总用户名";"S";"";"T";"N"
"Parent first name";"总名字";"S";"";"T";"N"
"Parent last name";"总姓氏";"S";"";"T";"N"
"AffiliatesImportExportDescription";"联盟会员数据(Data) – 您可以使用它加载新的联盟会员到系统中";"B";"";"T";"N"
"Status successfully set to selected url(s)";"状态已经成功被设置到选择的链接";"S";"";"T";"N"
"Failed to set status selected url(s)";"设置状态到选择的链接失败";"S";"";"T";"N"
"Commission group";"佣金组";"B";"";"T";"N"
"Selected commission group(s) are changed";"选择的佣金组已经被改变";"S";"";"T";"N"
"Changes saved";"改变已经保存";"S";"";"T";"N"
"Application Name";"应用程序名称";"S";"";"T";"N"
"New password URL";"新密码网址";"S";"";"T";"N"
"Request valid until";"申请有效期至";"S";"";"T";"N"
"Request new password";"要求新密码";"B";"";"T";"N"
"Wrong username/password";"错误的用户名或密码";"S";"";"T";"N"
"Select account";"选择帐户";"B";"";"T";"N"
"Authentication failed";"鉴定失败";"S";"";"T";"N"
"User authenticated. Logging in.";"已通过鉴定的用户. 登陆.";"S";"";"T";"N"
"You entered invalid username";"您输入了无效的用户名";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"您将在几分钟内收到附有详细说明如何重置您的密码的电子邮件。";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"您的密码已经更改。 请重新登录。";"S";"";"T";"N"
"Logout error";"注销错误";"S";"";"T";"N"
"Logout successful";"成功注销";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"无效的密码请求。 在试图充值密码前，您必须再次请求新的密码。";"S";"";"T";"N"
"User account not approved yet";"用户帐户还没有被认证";"S";"";"T";"N"
"Unsupported";"不被支持";"S";"";"T";"N"
"Import file is not defined";"导入的文件没有被定义";"S";"";"T";"N"
"Export data";"输出数据(Data)";"B";"";"T";"N"
"Data was successfully exported to file %s";"数据(Data)已经被成功地输出到文件%s";"S";"";"T";"N"
"File name";"文件名";"B";"";"T";"N"
"Modules";"模块";"S";"";"T";"N"
"Size";"大小";"S";"";"T";"N"
"Could not create account. (%s)";"不能建立账户。(%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"目录%s不能被服务器用户写入。请将之移除或设置可写权限。";"S";"";"T";"N"
"Failed to delete %s filter(s)";"删除%s筛选器失败";"S";"";"T";"N"
"%s filter(s) successfully deleted";"%s筛选器被成功删除";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"加载默认邮件帐户失败。请检查您的邮件帐户设置。";"S";"";"T";"N"
"View name must be unique";"视图名称必须是唯一的";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"%s在%s中的最大长度是%s";"S";"";"T";"N"
"Relation constraint";"关系约束";"S";"";"T";"N"
"must be unique";"必须是唯一的";"S";"";"T";"N"
"Error changing theme";"改变主题错误";"S";"";"T";"N"
"Theme changed";"主题已改变";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"删除壁纸%s失败";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s壁纸已经被成功删除";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"由于%s错误导致墙纸保存失败";"S";"";"T";"N"
"Wallpaper saved.";"墙纸已保存.";"S";"";"T";"N"
"Side bar saved";"侧边栏已保存";"S";"";"T";"N"
"Windows saved";"窗口已保存";"S";"";"T";"N"
"Quick Launch saved";"快速启动已保存";"S";"";"T";"N"
"File does not exist";"文件不存在";"S";"";"T";"N"
"File was successfully uploaded";"文件已成功上传";"S";"";"T";"N"
"Unsupported gadget";"不支持Gadget";"S";"";"T";"N"
"Gadget";"Gadget";"B";"";"T";"N"
"Gadget added";"Gadget已安装";"S";"";"T";"N"
"Failed to close gadget";"关闭Gadget失败";"S";"";"T";"N"
"Gadget successfully closed";"已成功关闭Gadget";"S";"";"T";"N"
"Docking";"对接";"S";"";"T";"N"
"Gadgets saved";"Gadget已保存";"S";"";"T";"N"
"Create Account";"建立账户";"B";"";"T";"N"
"Create Database";"建立数据(Data)库";"B";"";"T";"N"
"Could not create database. %s";"不能建立数据(Data)库。%s";"S";"";"T";"N"
"doesnt exist's";"没有存在";"S";"";"T";"N"
"Internal error";"内部错误";"S";"";"T";"N"
"Error during database creation.";"在建立数据(Data)库期间发生错误。";"S";"";"T";"N"
"OK";"OK";"B";"";"T";"N"
"Failed to read headers of CSF file %s";"读取CSF文件%s的标题部分失败";"S";"";"T";"N"
"Could not change permissions %s";"不能改变%s的权限";"S";"";"T";"N"
"Could not open file";"不能打开文件";"S";"";"T";"N"
"Could not read file";"不能读取文件";"S";"";"T";"N"
"Rewind unsupported in this file stream";"在这个文件流中的回绕不被支持";"S";"";"T";"N"
"File %s does not exist.";"文件%s不存在。";"S";"";"T";"N"
"Failed to read file %s";"读取文件%s失败";"S";"";"T";"N"
"Could not create directory %s";"不能建立%s目录";"S";"";"T";"N"
"Level";"级别";"S";"";"T";"N"
"Message";"信息";"B";"";"T";"N"
"File";"文件";"S";"";"T";"N"
"Line";"行";"B";"";"T";"N"
"Group ID";"组ID";"B";"";"T";"N"
"Log event";"日志事件";"S";"";"T";"N"
"Event(s) are deleted";"事件不能删除";"S";"";"T";"N"
"No event(s) to delete";"没有事件可以被删除";"S";"";"T";"N"
"Debug event(s) are deleted";"调试事件被删除";"S";"";"T";"N"
"No debug event(s) to delete";"没有调试事件可以被删除";"S";"";"T";"N"
"Mail Account Name";"邮件帐户名称";"S";"";"T";"N"
"From Name";"发送方姓名";"B";"";"T";"N"
"From Email";"发送方邮件";"S";"";"T";"N"
"Use SMTP protocol";"使用SMTP协议";"S";"";"T";"N"
"SMTP Server";"SMTP服务器";"B";"";"T";"N"
"SMTP Port";"SMTP端口";"B";"";"T";"N"
"SMTP Authentication";"SMTP鉴定";"S";"";"T";"N"
"Use SSL connection";"使用SSL安全连接";"S";"";"T";"N"
"SMTP Username";"SMTP用户名";"S";"";"T";"N"
"Is default mail account";"是默认的邮件帐户";"S";"";"T";"N"
"Yes";"是";"B";"";"T";"N"
"No";"否";"B";"";"T";"N"
"Email account test mail";"邮件帐户测试邮件";"B";"";"T";"N"
"Default Mail Account";"默认的邮件帐户";"S";"";"T";"N"
"Email settings saved";"邮件设置已保存";"S";"";"T";"N"
"Test mail scheduled, check outbox if it was sent.";"测试预订的邮件，检查发件箱是否已发送。";"S";"";"T";"N"
"Mail outbox";"邮件发送箱";"B";"";"T";"N"
"Failed to restart %s row(s)";"从新开始%s行失败";"S";"";"T";"N"
"%s row(s) successfully restarted";"%s行成功重启";"S";"";"T";"N"
"To recipients";"至接受者";"S";"";"T";"N"
"Mail subject";"邮件主题";"S";"";"T";"N"
"Scheduled at";"定于";"S";"";"T";"N"
"Last retry";"上一次重试";"S";"";"T";"N"
"Retry number";"重试号码";"S";"";"T";"N"
"Error message";"错误信息";"S";"";"T";"N"
"Account name";"账户名称";"B";"";"T";"N"
"Server Date";"服务器日期";"S";"";"T";"N"
"Server Time";"服务器时间";"S";"";"T";"N"
"Mail template not defined in database for class %s";"对于分类%s，邮件模板不能在数据(Data)库中定义";"S";"";"T";"N"
"Recipients empty";"接受者为空";"S";"";"T";"N"
"Body of mail not specified";"没有指定邮件主体";"S";"";"T";"N"
"From address is empty";"发送方邮件地址为空";"S";"";"T";"N"
"Failed to init mail headers";"初始化邮件标题部分失败";"S";"";"T";"N"
"Email transfer method error";"邮件传输方式错误";"S";"";"T";"N"
"Application Title";"应用程序标题";"S";"";"T";"N"
"Failed to save settings with error %s";"保存设置失败因为错误%s";"S";"";"T";"N"
"Proxy server settings saved.";"代理服务器设置已保存。";"S";"";"T";"N"
"Failed to load proxy server settings.";"加载代理服务器设置失败。";"S";"";"T";"N"
"Pdf saved";"Pdf已保存";"S";"";"T";"N"
"Path to save file '%s' not exist";"存储文件路径'%s'不存在";"S";"";"T";"N"
"Path to save file %s is null";"存储文件路径%s为空";"S";"";"T";"N"
"Unable to create file %s%s.pdf";"不能建立文件%s%s.pdf";"S";"";"T";"N"
"Pdf output: %s";"Pdf 输出: %s";"S";"";"T";"N"
"Role";"职能";"B";"";"T";"N"
"Logged in";"已登陆";"S";"";"T";"N"
"Last Request";"上一次请求";"S";"";"T";"N"
"entries";"条目";"S";"";"T";"N"
"SettingsImportExportDescription";"输入输出描述设置";"B";"";"T";"N"
"Undefined table name";"未定义表单名称";"S";"";"T";"N"
"Undefined $option";"未定义$option参数";"S";"";"T";"N"
"Table alias must by defined";"表单别名必须被定义";"S";"";"T";"N"
"equals";"相等";"B";"";"T";"N"
"not equals";"不相等";"S";"";"T";"N"
"is like";"像";"S";"";"T";"N"
"is not like";"不像";"B";"";"T";"N"
"is greater";"大于";"S";"";"T";"N"
"is lower";"小于";"S";"";"T";"N"
"is greater or equal";"大于或等于";"S";"";"T";"N"
"is lower or equal";"小于或等于";"S";"";"T";"N"
"is";"是";"S";"";"T";"N"
"is in";"是在";"S";"";"T";"N"
"Template";"模板";"B";"";"T";"N"
"Unable to save template '%s'";"不能保存模板'%s'";"S";"";"T";"N"
"Template '%s' saved";"模板'%s'已被保存";"S";"";"T";"N"
"Filter does not exist";"筛选器不存在";"S";"";"T";"N"
"Filter saved";"筛选器已保存";"S";"";"T";"N"
